제목,차수,회의일,의원,내용
"김태흠 지사님, 홍성역을 충남도청 홍성역으로 개정해 주십시오",352회,2024-06-24,이상근,"충남의 수도 홍성출신, 국민의힘 소속 이상근 의원입니다. 본 의원은 오늘 5분 발언을 통해 홍성역을 시발점으로 경기 화성 송산까지 총연장 90.01km 4조955억원의 사업비가 투입된 서해안 복선전철 10월 개통을 앞두고 현 “홍성역”을 “충남도청 홍성역”으로 역명을 개정해야 한다는 제안의 말씀을 드리고자 이 자리에 섰습니다. 올 10월 개통 예정인 서해선 복선전철 사업은 서해선과 경부고속철도 연결 사업까지 완료되면 현재 홍성에서 서울까지 2시간 10분 소요되는 운행시간이 48분으로 대폭 단축되게 됩니다. 운행 시간 단축으로 도민의 삶의 질 제고는 물론 현재 일 평균 1,900명 정도인 이용자가 1만 4천명대로 증가해 지역경제 활성화에도 크게 기여할 것으로 예측됩니다. 그런만큼 서해선 고속전철 사업이 시작되면서 각 지자체는 지자체 별 이익을 계산하면서 많은 논란과 갈등도 있었습니다. 특히 서해선 복선전철 삽교역 신설 문제로 홍성과 예산 양 군간 갈등이 극에 달한 적도 있었지만, 삽교역 신설 확정이 “예산군과 홍성군 양 군간 화합과 상생 발전의 계기가 되길 희망한다” 라는 보도자료를 홍성군이 내면서 갈등은 ‘축하’로 바뀌었습니다. 그러나 신설 삽교역 역사 명칭을 두고 일부 예산 군민들께서 ‘충남도청역’으로 해야한다는 주장에 또 다시 양 지자체간 갈등 조짐이 보이자, 당시 김석환 홍성군수는 연두 기자회견을 통해 “서해선복선전철 시발점은 홍성역이고 충남도청 소재지도 홍성인데, 예산군에서 그 이상의 욕심을 내면 안된다. 내포역 명칭도 안된다” 라고 입장을 표명하면서 논란은 더 이상 확대되지 않았습니다. 이런 와중에 23년 2월 김태흠 지사께서 실.국장 회의 시 2025년 완공 예정인 삽교역 명칭을 ‘내포역’으로 바꿀 수 있도록 검토할 것을 지시했다고 언론에 보도 되면서 홍성 군민의 반발이 이어지기도 했습니다. 본 의원은 이 자리에서 김태흠 지사님의 “내포역 검토 지시” 발언에 이의를 제기하고 싶지는 않습니다. 다만 지사님과 양 군 군수, 세 분이 함께 충분한 논의를 거친 다음에 확정해 주실 것을 당부 드립니다. 그러나 본 의원이 지금 이 자리에서 “홍성역”을 “충남도청 홍성역”으로 개정해 달라는 제안의 말씀은 서해선 복선전철 10월 개통 이전에 꼭 긍정적으로 검토해 답을 주시기 바랍니다. 홍성군의 역명 개정 건의는 어제 오늘의 일이 아니기 때문입니다. 2015년 5월 최초 개정 건의 했고, 2020년 11월 홍성군의회에서 역명 개정 여론 조성 활동했고, 2022년 1월 본 의원이 역명 개정의 당위성에 대해 기자회견한 바가 있습니다. 이렇게 오랜시간에 걸쳐 역명 개정을 요구했음에도 불구하고 충청남도의 답변은 10년전이나 지금이나 한결같습니다. 홍성군, 예산군 간 합의 후, 역명 개정 절차 이행 시 적극 지원하겠다는 답변입니다. 충청남도에 반문하고 싶습니다. 그러면 신설 삽교역 명칭을 ‘내포역’으로 검토하라는 지사님 지시는 홍성군과 예산군이 합의된 사항을 지시하신 겁니까? 아니지 않습니까? ‘홍성역’을 ‘충남도청 홍성역’으로 개정하는 것은 예산군과 협의할 사항이 근본적으로 아니라고 본 의원은 생각합니다. 앞서 언급한 바와 같이 충남도청은 홍성구역에 소재하고 있습니다. 이 하나의 사실만으로도 역명 개정은 예산군과 협의할 사항도 아니고, 예산군민들께서 개입할 일도 아니며 양 군간 지역갈등 발생 요인도 아니라고 본 의원은 분명히 말씀 드립니다. 거꾸로 말씀 드리면, 예산군에서 신설 삽교역 명칭을 “충남도의회 역”으로 명명하고자 한다면 홍성군에서 아무런 이의를 제기할 수 없다고 저는 생각합니다. 도의회 소재지는 예산군 구역이기 때문입니다. 예산군 구역에 위치한 대전.당진 고속도로 ‘고덕IC’나 ‘예산수덕사IC’ 둘 중 하나의 명칭을 ‘홍성IC’로 해달라면 예산군은 받아 드릴 수 있겠습니까? 행정의 잣대는 명확해야 된다고 생각합니다. 충청남도는 행정의 잣대를 명확히 해주시기 바랍니다. 저는 오늘 5분 발언 전에 관련 부서 김용목 과장님과 조민희 주무관님으로부터 2023년 11월 30일 일부 개정된 “철도 노선 및 역의 명칭 관리 지침”에 대해서 자세히 설명 잘 들은 바 있습니다. 지침에도 홍성군의 역명 개정 건의, 아무런 문제가 없다는 것을 확인했습니다. 다시한번 홍성군민의 염원인 ‘홍성역’을 ‘충남도청 홍성역’으로 개정해 주실 것을 강력히 주장하고 부탁드리면서 저의 5분 발언을 마치겠습니다. 경청해 주셔서 감사합니다."
